coeff_combo,age_less65_q00,age_65_q00,age_70_q00,age_75_q00,age_over80_q00,age_less65_q02,age_65_q02,age_70_q02,age_75_q02,age_over80_q02,age_less65_q04,age_65_q04,age_70_q04,age_75_q04,age_over80_q04,age_less65_q06,age_65_q06,age_70_q06,age_75_q06,age_over80_q06,age_less65_q08,age_65_q08,age_70_q08,age_75_q08,age_over80_q08,sum_sqres,wrongness_rat,fitness
224,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,278.5,1.097,305.7
225,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,258.3,1.061,274.0
226,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,247.3,1.133,280.2
227,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,246.5,1.245,306.9
228,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,256.3,1.357,347.7
229,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,426.3,2.084,888.5
230,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,465.0,2.196,1021.4
231,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,429.4,2.085,895.1
232,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,397.2,1.973,783.6
233,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,369.4,1.861,687.4
234,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,444.3,2.085,926.4
235,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,406.8,1.973,802.9
236,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,372.7,1.862,693.9
237,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,342.9,1.75,600.0
238,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,318.6,1.638,521.8
239,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.2,0.2,0.2,0.2,0.2,428.5,1.974,845.8
240,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,389.6,1.862,725.4
241,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.4,0.4,0.4,353.8,1.75,619.2
242,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,322.2,1.639,527.9
243,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,296.2,1.527,452.2
244,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,277.3,1.415,392.3
245,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,418.3,1.863,779.1
246,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.3,378.3,1.751,662.3
247,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,341.3,1.639,559.5
248,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,308.5,1.527,471.1
249,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,281.2,1.415,398.0
250,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,261.2,1.304,340.5
251,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,250.2,1.192,298.2
252,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,414.0,1.751,725.1
253,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.3,0.3,0.3,0.3,0.3,373.6,1.64,612.5
254,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.4,0.4,0.4,0.4,0.4,336.1,1.528,513.5
255,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,302.7,1.416,428.6
256,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,274.8,1.304,358.4
257,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,254.3,1.192,303.2
258,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,243.0,1.084,263.5
259,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,242.3,1.058,256.4
260,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,415.9,1.64,682.1
261,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,375.7,1.528,574.1
262,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,338.4,1.416,479.3
263,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,305.2,1.305,398.2
264,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,277.6,1.193,331.1
265,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,257.3,1.085,279.1
266,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,246.2,1.058,260.6
267,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,245.5,1.143,280.5
268,1.3,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,255.3,1.254,320.2
269,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,485.7,2.215,1076.0
270,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,488.6,2.216,1082.6
271,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,454.8,2.104,956.9
272,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,424.6,1.992,845.8
273,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,463.4,2.105,975.3
274,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,427.7,1.993,852.2
275,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,395.4,1.881,743.6
276,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,367.4,1.769,649.9
277,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,442.6,1.993,882.2
278,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,405.0,1.881,762.0
279,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,370.7,1.77,656.1
280,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,340.7,1.658,564.9
281,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,316.2,1.546,488.9
282,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.2,0.2,0.2,0.2,0.2,426.8,1.882,803.2
283,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,387.7,1.77,686.3
284,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.4,0.4,0.4,351.7,1.658,583.3
285,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,319.9,1.547,494.8
286,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,293.7,1.435,421.4
287,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,274.6,1.323,363.3
288,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,416.5,1.771,737.5
289,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.3,376.4,1.659,624.3
290,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,339.2,1.547,524.7
291,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,306.1,1.435,439.3
292,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,278.6,1.324,368.7
293,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,258.3,1.212,313.0
294,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,247.3,1.108,274.1
295,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,412.2,1.659,684.1
296,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.3,0.3,0.3,0.3,0.3,371.6,1.548,575.1
297,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.4,0.4,0.4,0.4,0.4,333.9,1.436,479.4
298,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,300.2,1.324,397.5
299,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,272.1,1.212,329.9
300,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,251.4,1.109,278.7
301,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,240.0,1.066,255.8
302,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,239.2,1.123,268.7
303,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,414.1,1.548,641.1
304,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,373.7,1.436,536.7
305,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,336.2,1.325,445.3
306,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,302.8,1.213,367.2
307,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,274.9,1.109,305.0
308,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,254.4,1.066,271.3
309,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,243.2,1.123,273.0
310,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,242.5,1.234,299.3
311,1.3,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,252.4,1.346,339.7
312,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,519.4,2.235,1161.0
313,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,487.8,2.123,1035.8
314,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,490.7,2.124,1042.1
315,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,457.0,2.012,919.6
316,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,427.0,1.9,811.4
317,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,465.6,2.013,937.1
318,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,430.0,1.901,817.4
319,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,397.9,1.789,711.9
320,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,370.1,1.677,620.8
321,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,444.9,1.901,845.9
322,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,407.5,1.79,729.3
323,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,373.5,1.678,626.6
324,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,343.7,1.566,538.2
325,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,319.4,1.454,464.5
326,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.2,0.2,0.2,0.2,0.2,429.2,1.79,768.2
327,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,390.3,1.678,655.0
328,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.4,0.4,0.4,354.6,1.566,555.5
329,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,323.1,1.455,470.0
330,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,297.1,1.343,399.0
331,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,278.3,1.231,342.6
332,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,419.0,1.679,703.3
333,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,0.3,379.1,1.567,594.0
334,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,342.2,1.455,497.9
335,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,309.4,1.343,415.7
336,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,282.2,1.232,347.5
337,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,262.3,1.133,297.1
338,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,251.4,1.078,270.9
339,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,414.7,1.567,650.0
340,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.3,0.3,0.3,0.3,0.3,374.3,1.456,544.9
341,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.4,0.4,0.4,0.4,0.4,336.9,1.344,452.8
342,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,303.6,1.232,374.1
343,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,275.8,1.133,312.6
